team_long_name,season,stage,goals_scored,goals_conceded,goal_difference
Académica de Coimbra,2009/2010,19,1,1,0
Académica de Coimbra,2009/2010,20,2,1,1
Académica de Coimbra,2009/2010,21,0,1,-1
Académica de Coimbra,2009/2010,22,0,0,0
Académica de Coimbra,2009/2010,23,1,2,-1
Académica de Coimbra,2009/2010,24,0,1,-1
Académica de Coimbra,2009/2010,25,0,0,0
Académica de Coimbra,2009/2010,26,1,1,0
Académica de Coimbra,2009/2010,27,2,3,-1
Académica de Coimbra,2009/2010,28,3,1,2
Académica de Coimbra,2009/2010,29,3,3,0
Académica de Coimbra,2009/2010,30,1,0,1
Académica de Coimbra,2010/2011,1,2,1,1
Académica de Coimbra,2010/2011,2,1,1,0
Académica de Coimbra,2010/2011,3,1,2,-1
Académica de Coimbra,2010/2011,4,3,0,3
Académica de Coimbra,2010/2011,5,2,2,0
Académica de Coimbra,2010/2011,6,3,1,2
Académica de Coimbra,2010/2011,7,1,2,-1
Académica de Coimbra,2010/2011,8,2,1,1
Académica de Coimbra,2010/2011,9,0,1,-1
Académica de Coimbra,2010/2011,10,2,2,0
Académica de Coimbra,2010/2011,11,1,2,-1
Académica de Coimbra,2010/2011,12,1,0,1
Académica de Coimbra,2010/2011,13,1,5,-4
Académica de Coimbra,2010/2011,14,0,5,-5
Académica de Coimbra,2010/2011,15,0,0,0
Académica de Coimbra,2010/2011,16,0,1,-1
Académica de Coimbra,2010/2011,17,1,2,-1
Académica de Coimbra,2010/2011,18,3,3,0
Académica de Coimbra,2010/2011,19,1,3,-2
Académica de Coimbra,2010/2011,20,0,1,-1
Académica de Coimbra,2010/2011,21,2,0,2
Académica de Coimbra,2010/2011,22,0,0,0
Académica de Coimbra,2010/2011,23,1,1,0
Académica de Coimbra,2010/2011,24,1,3,-2
Académica de Coimbra,2010/2011,25,1,0,1
Académica de Coimbra,2010/2011,26,0,2,-2
Académica de Coimbra,2010/2011,27,1,1,0
Académica de Coimbra,2010/2011,28,0,1,-1
Académica de Coimbra,2010/2011,29,0,0,0
Académica de Coimbra,2010/2011,30,1,5,-4
Académica de Coimbra,2011/2012,1,2,1,1
Académica de Coimbra,2011/2012,2,1,0,1
Académica de Coimbra,2011/2012,3,0,2,-2
Académica de Coimbra,2011/2012,4,4,0,4
Académica de Coimbra,2011/2012,5,1,4,-3
Académica de Coimbra,2011/2012,6,4,0,4
Académica de Coimbra,2011/2012,7,0,3,-3
Académica de Coimbra,2011/2012,8,0,2,-2
Académica de Coimbra,2011/2012,9,0,0,0
Académica de Coimbra,2011/2012,10,2,3,-1
Académica de Coimbra,2011/2012,11,0,1,-1
Académica de Coimbra,2011/2012,12,2,0,2
Académica de Coimbra,2011/2012,13,1,1,0
Académica de Coimbra,2011/2012,14,1,1,0
Académica de Coimbra,2011/2012,15,0,2,-2
Académica de Coimbra,2011/2012,16,0,0,0
Académica de Coimbra,2011/2012,17,0,0,0
Académica de Coimbra,2011/2012,18,0,2,-2
Académica de Coimbra,2011/2012,19,1,4,-3
Académica de Coimbra,2011/2012,20,0,0,0
Académica de Coimbra,2011/2012,21,1,1,0
Académica de Coimbra,2011/2012,22,1,1,0
Académica de Coimbra,2011/2012,23,0,1,-1
Académica de Coimbra,2011/2012,24,1,2,-1
Académica de Coimbra,2011/2012,25,0,1,-1
Académica de Coimbra,2011/2012,26,1,2,-1
Académica de Coimbra,2011/2012,27,0,1,-1
Académica de Coimbra,2011/2012,28,1,2,-1
Académica de Coimbra,2011/2012,29,1,0,1
Académica de Coimbra,2011/2012,30,2,1,1
Académica de Coimbra,2012/2013,1,3,3,0
Académica de Coimbra,2012/2013,2,1,1,0
Académica de Coimbra,2012/2013,3,0,0,0
Académica de Coimbra,2012/2013,4,2,2,0
Académica de Coimbra,2012/2013,5,2,0,2
Académica de Coimbra,2012/2013,6,1,2,-1
Académica de Coimbra,2012/2013,7,0,0,0
Académica de Coimbra,2012/2013,8,0,2,-2
Académica de Coimbra,2012/2013,9,1,2,-1
Académica de Coimbra,2012/2013,10,2,2,0
Académica de Coimbra,2012/2013,11,1,4,-3
Académica de Coimbra,2012/2013,12,2,2,0
Académica de Coimbra,2012/2013,13,4,2,2
Académica de Coimbra,2012/2013,14,0,1,-1
Académica de Coimbra,2012/2013,15,2,1,1
Académica de Coimbra,2012/2013,16,3,1,2
Académica de Coimbra,2012/2013,17,0,0,0
Académica de Coimbra,2012/2013,18,1,2,-1
Académica de Coimbra,2012/2013,19,0,1,-1
Académica de Coimbra,2012/2013,20,2,3,-1
Académica de Coimbra,2012/2013,21,0,2,-2
Académica de Coimbra,2012/2013,22,1,1,0
Académica de Coimbra,2012/2013,23,0,2,-2
Académica de Coimbra,2012/2013,24,0,3,-3
Académica de Coimbra,2012/2013,25,1,2,-1
Académica de Coimbra,2012/2013,26,0,1,-1
Académica de Coimbra,2012/2013,27,1,0,1
Académica de Coimbra,2012/2013,28,1,0,1
Académica de Coimbra,2012/2013,29,1,1,0
Académica de Coimbra,2012/2013,30,1,2,-1
Académica de Coimbra,2013/2014,1,0,2,-2
Académica de Coimbra,2013/2014,2,0,4,-4
Académica de Coimbra,2013/2014,3,1,1,0
Académica de Coimbra,2013/2014,4,2,1,1
Académica de Coimbra,2013/2014,5,0,1,-1
Académica de Coimbra,2013/2014,6,0,0,0
Académica de Coimbra,2013/2014,7,0,1,-1
Académica de Coimbra,2013/2014,8,1,0,1
Académica de Coimbra,2013/2014,9,0,3,-3
Académica de Coimbra,2013/2014,10,1,0,1
Académica de Coimbra,2013/2014,11,1,0,1
Académica de Coimbra,2013/2014,12,0,1,-1
Académica de Coimbra,2013/2014,13,1,1,0
Académica de Coimbra,2013/2014,14,0,3,-3
Académica de Coimbra,2013/2014,15,4,2,2
Académica de Coimbra,2013/2014,16,1,0,1
Académica de Coimbra,2013/2014,17,0,0,0
Académica de Coimbra,2013/2014,18,0,1,-1
Académica de Coimbra,2013/2014,19,0,0,0
Académica de Coimbra,2013/2014,20,0,0,0
Académica de Coimbra,2013/2014,21,3,0,3
Académica de Coimbra,2013/2014,22,0,0,0
Académica de Coimbra,2013/2014,23,1,1,0
Académica de Coimbra,2013/2014,24,0,3,-3
Académica de Coimbra,2013/2014,25,2,1,1
Académica de Coimbra,2013/2014,26,1,3,-2
Académica de Coimbra,2013/2014,27,1,1,0
Académica de Coimbra,2013/2014,28,1,3,-2
Académica de Coimbra,2013/2014,29,0,0,0
Académica de Coimbra,2013/2014,30,4,2,2
Académica de Coimbra,2014/2015,1,1,1,0
Académica de Coimbra,2014/2015,2,1,2,-1
Académica de Coimbra,2014/2015,3,1,1,0
Académica de Coimbra,2014/2015,4,0,1,-1
Académica de Coimbra,2014/2015,5,2,2,0
Académica de Coimbra,2014/2015,6,1,0,1
Académica de Coimbra,2014/2015,7,0,0,0
Académica de Coimbra,2014/2015,8,0,1,-1
Académica de Coimbra,2014/2015,9,1,1,0
Académica de Coimbra,2014/2015,10,0,3,-3
Académica de Coimbra,2014/2015,11,0,2,-2
Académica de Coimbra,2014/2015,12,0,3,-3
Académica de Coimbra,2014/2015,13,1,1,0
Académica de Coimbra,2014/2015,14,1,1,0
Académica de Coimbra,2014/2015,15,0,0,0
Académica de Coimbra,2014/2015,16,2,2,0
Académica de Coimbra,2014/2015,17,0,4,-4
Académica de Coimbra,2014/2015,18,0,1,-1
Académica de Coimbra,2014/2015,19,1,1,0
Académica de Coimbra,2014/2015,20,0,0,0
Académica de Coimbra,2014/2015,21,0,0,0
Académica de Coimbra,2014/2015,22,2,1,1
Académica de Coimbra,2014/2015,23,1,1,0
Académica de Coimbra,2014/2015,24,2,0,2
Académica de Coimbra,2014/2015,25,2,1,1
Académica de Coimbra,2014/2015,26,0,0,0
Académica de Coimbra,2014/2015,27,0,0,0
Académica de Coimbra,2014/2015,28,1,5,-4
Académica de Coimbra,2014/2015,29,0,1,-1
Académica de Coimbra,2014/2015,30,1,2,-1
Académica de Coimbra,2014/2015,31,0,0,0
Académica de Coimbra,2014/2015,32,1,1,0
Académica de Coimbra,2014/2015,33,2,3,-1
Académica de Coimbra,2014/2015,34,2,4,-2
Académica de Coimbra,2015/2016,1,0,1,-1
Académica de Coimbra,2015/2016,2,0,4,-4
Académica de Coimbra,2015/2016,3,1,3,-2
Académica de Coimbra,2015/2016,4,0,2,-2
Académica de Coimbra,2015/2016,5,0,2,-2
Académica de Coimbra,2015/2016,6,0,1,-1
Académica de Coimbra,2015/2016,7,1,0,1
Académica de Coimbra,2015/2016,8,1,1,0
Académica de Coimbra,2015/2016,9,1,1,0
Académica de Coimbra,2015/2016,10,1,1,0
Académica de Coimbra,2015/2016,11,1,1,0
Académica de Coimbra,2015/2016,12,0,3,-3
Académica de Coimbra,2015/2016,13,4,3,1
Académica de Coimbra,2015/2016,14,1,3,-2
Académica de Coimbra,2015/2016,15,3,1,2
Académica de Coimbra,2015/2016,16,0,3,-3
Académica de Coimbra,2015/2016,17,2,1,1
Académica de Coimbra,2015/2016,18,1,1,0
Académica de Coimbra,2015/2016,19,1,2,-1
Académica de Coimbra,2015/2016,20,2,3,-1
Académica de Coimbra,2015/2016,21,2,2,0
Académica de Coimbra,2015/2016,22,0,0,0
Académica de Coimbra,2015/2016,23,0,2,-2
Académica de Coimbra,2015/2016,24,0,1,-1
Académica de Coimbra,2015/2016,25,2,0,2
Académica de Coimbra,2015/2016,26,2,2,0
Académica de Coimbra,2015/2016,27,0,3,-3
Académica de Coimbra,2015/2016,28,2,3,-1
Académica de Coimbra,2015/2016,29,1,2,-1
Académica de Coimbra,2015/2016,30,1,1,0
Académica de Coimbra,2015/2016,31,1,2,-1
Académica de Coimbra,2015/2016,32,1,3,-2
Académica de Coimbra,2015/2016,33,0,0,0
Académica de Coimbra,2015/2016,34,0,2,-2
Ajax,2008/2009,1,1,2,-1
Ajax,2008/2009,2,1,0,1
Ajax,2008/2009,3,2,2,0
Ajax,2008/2009,4,3,0,3
Ajax,2008/2009,5,2,5,-3
Ajax,2008/2009,6,1,0,1
Ajax,2008/2009,7,2,0,2
Ajax,2008/2009,8,3,1,2
Ajax,2008/2009,9,2,0,2
Ajax,2008/2009,10,5,2,3
Ajax,2008/2009,11,4,1,3
Ajax,2008/2009,12,0,2,-2
Ajax,2008/2009,13,1,1,0
Ajax,2008/2009,14,2,1,1
Ajax,2008/2009,15,3,0,3
Ajax,2008/2009,16,6,0,6
Ajax,2008/2009,17,3,0,3
Ajax,2008/2009,18,4,2,2
Ajax,2008/2009,19,0,1,-1
Ajax,2008/2009,20,0,1,-1
Ajax,2008/2009,21,2,2,0
Ajax,2008/2009,22,1,4,-3
Ajax,2008/2009,23,2,0,2
Ajax,2008/2009,24,2,1,1
Ajax,2008/2009,25,2,0,2
Ajax,2008/2009,26,1,1,0
Ajax,2008/2009,27,3,0,3
Ajax,2008/2009,28,3,0,3
Ajax,2008/2009,29,2,1,1
Ajax,2008/2009,30,7,0,7
Ajax,2008/2009,31,2,6,-4
Ajax,2008/2009,32,1,1,0
Ajax,2008/2009,33,0,4,-4
Ajax,2008/2009,34,1,0,1
Ajax,2009/2010,1,2,0,2
Ajax,2009/2010,2,4,1,3
Ajax,2009/2010,3,3,4,-1
Ajax,2009/2010,4,0,0,0
Ajax,2009/2010,5,3,0,3
Ajax,2009/2010,6,6,0,6
Ajax,2009/2010,7,4,0,4
Ajax,2009/2010,8,3,0,3
Ajax,2009/2010,9,2,2,0
Ajax,2009/2010,10,4,0,4
Ajax,2009/2010,11,4,2,2
Ajax,2009/2010,12,5,1,4
Ajax,2009/2010,13,0,1,-1
Ajax,2009/2010,14,5,1,4
Ajax,2009/2010,15,5,1,4
Ajax,2009/2010,16,0,2,-2
Ajax,2009/2010,17,3,0,3
Ajax,2009/2010,18,1,1,0
Ajax,2009/2010,19,1,0,1
Ajax,2009/2010,20,1,1,0
Ajax,2009/2010,21,4,0,4
Ajax,2009/2010,22,3,0,3
Ajax,2009/2010,23,2,0,2
Ajax,2009/2010,24,4,0,4
Ajax,2009/2010,25,4,0,4
Ajax,2009/2010,26,3,0,3
Ajax,2009/2010,27,4,1,3
Ajax,2009/2010,28,5,1,4
Ajax,2009/2010,29,3,0,3
Ajax,2009/2010,30,1,0,1
Ajax,2009/2010,31,7,0,7
Ajax,2009/2010,32,2,0,2
Ajax,2009/2010,33,4,0,4
Ajax,2009/2010,34,4,1,3
Ajax,2010/2011,1,2,2,0
Ajax,2010/2011,2,4,2,2
Ajax,2010/2011,3,3,0,3
Ajax,2010/2011,4,5,0,5
Ajax,2010/2011,5,2,0,2
Ajax,2010/2011,6,2,1,1
Ajax,2010/2011,7,2,2,0
Ajax,2010/2011,8,1,2,-1
Ajax,2010/2011,9,3,0,3
Ajax,2010/2011,10,2,2,0
Ajax,2010/2011,11,3,1,2
Ajax,2010/2011,12,4,1,3
Ajax,2010/2011,13,0,1,-1
Ajax,2010/2011,14,0,2,-2
Ajax,2010/2011,15,0,0,0
Ajax,2010/2011,16,2,0,2
Ajax,2010/2011,17,1,1,0
Ajax,2010/2011,18,1,0,1
Ajax,2010/2011,19,2,0,2
Ajax,2010/2011,20,0,3,-3
Ajax,2010/2011,21,3,0,3
Ajax,2010/2011,22,2,0,2
Ajax,2010/2011,23,2,2,0
Ajax,2010/2011,24,1,0,1
Ajax,2010/2011,25,0,0,0
Ajax,2010/2011,26,4,0,4
Ajax,2010/2011,27,3,1,2
Ajax,2010/2011,28,2,3,-1
Ajax,2010/2011,29,3,0,3
Ajax,2010/2011,30,2,0,2
Ajax,2010/2011,31,2,1,1
Ajax,2010/2011,32,4,1,3
Ajax,2010/2011,33,2,1,1
Ajax,2010/2011,34,3,1,2
Ajax,2011/2012,1,4,1,3
Ajax,2011/2012,2,5,1,4
Ajax,2011/2012,3,2,2,0
Ajax,2011/2012,4,4,1,3
Ajax,2011/2012,5,3,2,1
Ajax,2011/2012,6,2,2,0
Ajax,2011/2012,7,1,1,0
Ajax,2011/2012,8,0,1,-1
Ajax,2011/2012,9,2,2,0
Ajax,2011/2012,10,1,1,0
Ajax,2011/2012,11,4,0,4
Ajax,2011/2012,12,4,6,-2
Ajax,2011/2012,13,2,2,0
Ajax,2011/2012,14,3,0,3
Ajax,2011/2012,15,4,1,3
Ajax,2011/2012,16,1,0,1
Ajax,2011/2012,17,4,0,4
Ajax,2011/2012,18,1,1,0
Ajax,2011/2012,19,2,4,-2
Ajax,2011/2012,20,0,2,-2
Ajax,2011/2012,21,2,0,2
Ajax,2011/2012,22,4,1,3
Ajax,2011/2012,23,4,1,3
Ajax,2011/2012,24,4,1,3
Ajax,2011/2012,25,3,0,3
Ajax,2011/2012,26,2,0,2
Ajax,2011/2012,27,2,0,2
Ajax,2011/2012,28,6,0,6
Ajax,2011/2012,29,5,0,5
Ajax,2011/2012,30,3,1,2
Ajax,2011/2012,31,2,0,2
Ajax,2011/2012,32,2,1,1
Ajax,2011/2012,33,2,0,2
Ajax,2011/2012,34,3,1,2
Ajax,2012/2013,1,2,2,0
Ajax,2012/2013,2,6,1,5
Ajax,2012/2013,3,5,0,5
Ajax,2012/2013,4,2,2,0
Ajax,2012/2013,5,2,0,2
Ajax,2012/2013,6,1,1,0
Ajax,2012/2013,7,1,0,1
Ajax,2012/2013,8,1,1,0
Ajax,2012/2013,9,3,3,0
Ajax,2012/2013,10,2,2,0
Ajax,2012/2013,11,0,2,-2
Ajax,2012/2013,12,4,2,2
Ajax,2012/2013,13,2,0,2
Ajax,2012/2013,14,2,1,1
Ajax,2012/2013,15,3,1,2
Ajax,2012/2013,16,2,0,2
Ajax,2012/2013,17,4,2,2
Ajax,2012/2013,18,0,0,0
Ajax,2012/2013,19,3,0,3
Ajax,2012/2013,20,2,3,-1
Ajax,2012/2013,21,3,0,3
Ajax,2012/2013,22,1,1,0
Ajax,2012/2013,23,2,0,2
Ajax,2012/2013,24,1,1,0
Ajax,2012/2013,25,2,0,2
Ajax,2012/2013,26,3,0,3
Ajax,2012/2013,27,3,2,1
Ajax,2012/2013,28,4,1,3
Ajax,2012/2013,29,4,0,4
Ajax,2012/2013,30,3,2,1
Ajax,2012/2013,31,1,1,0
Ajax,2012/2013,32,2,0,2
Ajax,2012/2013,33,5,0,5
Ajax,2012/2013,34,2,0,2
Ajax,2013/2014,1,3,0,3
Ajax,2013/2014,2,2,3,-1
Ajax,2013/2014,3,2,1,1
Ajax,2013/2014,4,3,3,0
Ajax,2013/2014,5,1,1,0
Ajax,2013/2014,6,2,1,1
Ajax,2013/2014,7,0,4,-4
Ajax,2013/2014,8,6,0,6
Ajax,2013/2014,9,3,0,3
Ajax,2013/2014,10,1,1,0
Ajax,2013/2014,11,0,0,0
Ajax,2013/2014,12,0,1,-1
Ajax,2013/2014,13,3,0,3
Ajax,2013/2014,14,3,0,3
Ajax,2013/2014,15,4,0,4
Ajax,2013/2014,16,4,0,4
Ajax,2013/2014,17,2,1,1
Ajax,2013/2014,18,2,1,1
Ajax,2013/2014,19,1,0,1
Ajax,2013/2014,20,1,0,1
Ajax,2013/2014,21,1,1,0
Ajax,2013/2014,22,2,1,1
Ajax,2013/2014,23,1,1,0
Ajax,2013/2014,24,3,0,3
Ajax,2013/2014,25,4,0,4
Ajax,2013/2014,26,2,1,1
Ajax,2013/2014,27,1,1,0
Ajax,2013/2014,28,0,0,0
Ajax,2013/2014,29,2,0,2
Ajax,2013/2014,30,3,0,3
Ajax,2013/2014,31,1,1,0
Ajax,2013/2014,32,3,2,1
Ajax,2013/2014,33,1,1,0
Ajax,2013/2014,34,2,2,0
Ajax,2014/2015,1,4,1,3
Ajax,2014/2015,2,3,1,2
Ajax,2014/2015,3,1,3,-2
Ajax,2014/2015,4,0,2,-2
Ajax,2014/2015,5,2,1,1
Ajax,2014/2015,6,1,0,1
Ajax,2014/2015,7,5,2,3
Ajax,2014/2015,8,0,0,0
Ajax,2014/2015,9,1,1,0
Ajax,2014/2015,10,3,1,2
Ajax,2014/2015,11,4,0,4
Ajax,2014/2015,12,4,2,2
Ajax,2014/2015,13,4,1,3
Ajax,2014/2015,14,1,1,0
Ajax,2014/2015,15,5,0,5
Ajax,2014/2015,16,3,1,2
Ajax,2014/2015,17,2,0,2
Ajax,2014/2015,18,2,0,2
Ajax,2014/2015,19,0,0,0
Ajax,2014/2015,20,0,1,-1
Ajax,2014/2015,21,0,1,-1
Ajax,2014/2015,22,2,1,1
Ajax,2014/2015,23,4,2,2
Ajax,2014/2015,24,1,1,0
Ajax,2014/2015,25,3,1,2
Ajax,2014/2015,26,1,0,1
Ajax,2014/2015,27,4,1,3
Ajax,2014/2015,28,1,0,1
Ajax,2014/2015,29,1,1,0
Ajax,2014/2015,30,2,0,2
Ajax,2014/2015,31,0,0,0
Ajax,2014/2015,32,1,1,0
Ajax,2014/2015,33,3,0,3
Ajax,2014/2015,34,1,2,-1
Ajax,2015/2016,1,3,0,3
Ajax,2015/2016,2,3,0,3
Ajax,2015/2016,3,2,0,2
Ajax,2015/2016,4,4,0,4
Ajax,2015/2016,5,2,2,0
Ajax,2015/2016,6,2,0,2
Ajax,2015/2016,7,2,0,2
Ajax,2015/2016,8,1,2,-1
Ajax,2015/2016,9,2,0,2
Ajax,2015/2016,10,3,1,2
Ajax,2015/2016,11,6,0,6
Ajax,2015/2016,12,1,1,0
Ajax,2015/2016,13,5,1,4
Ajax,2015/2016,14,2,0,2
Ajax,2015/2016,15,5,2,3
Ajax,2015/2016,16,0,1,-1
Ajax,2015/2016,17,2,1,1
Ajax,2015/2016,18,1,0,1
Ajax,2015/2016,19,1,0,1
Ajax,2015/2016,20,0,0,0
Ajax,2015/2016,21,2,2,0
Ajax,2015/2016,22,2,1,1
Ajax,2015/2016,23,2,1,1
Ajax,2015/2016,24,3,0,3
Ajax,2015/2016,25,4,1,3
Ajax,2015/2016,26,4,0,4
Ajax,2015/2016,27,2,2,0
Ajax,2015/2016,28,2,0,2
Ajax,2015/2016,29,3,0,3
Ajax,2015/2016,30,1,0,1
Ajax,2015/2016,31,2,2,0
Ajax,2015/2016,32,2,0,2
Ajax,2015/2016,33,4,0,4
Ajax,2015/2016,34,1,1,0
Amadora,2008/2009,1,1,0,1
Amadora,2008/2009,2,0,1,-1
Amadora,2008/2009,3,0,0,0
Amadora,2008/2009,4,2,1,1
Amadora,2008/2009,5,1,0,1
Amadora,2008/2009,6,0,5,-5
Amadora,2008/2009,7,1,1,0
Amadora,2008/2009,8,0,1,-1
Amadora,2008/2009,9,2,4,-2
Amadora,2008/2009,10,0,1,-1
Amadora,2008/2009,11,1,3,-2
Amadora,2008/2009,12,1,1,0
Amadora,2008/2009,13,1,0,1
Amadora,2008/2009,14,0,0,0
Amadora,2008/2009,15,2,0,2
Amadora,2008/2009,16,2,2,0
Amadora,2008/2009,17,0,0,0
Amadora,2008/2009,18,0,1,-1
Amadora,2008/2009,19,1,0,1
Amadora,2008/2009,20,1,1,0
Amadora,2008/2009,21,2,2,0
Amadora,2008/2009,22,2,2,0
Amadora,2008/2009,23,1,2,-1
Amadora,2008/2009,24,0,3,-3
Amadora,2008/2009,25,0,2,-2
Amadora,2008/2009,26,1,2,-1
Amadora,2008/2009,27,2,1,1
Amadora,2008/2009,28,0,0,0
Amadora,2008/2009,29,1,0,1
Amadora,2008/2009,30,1,2,-1
Angers SCO,2015/2016,1,2,0,2
Angers SCO,2015/2016,2,0,0,0
Angers SCO,2015/2016,3,2,0,2
Angers SCO,2015/2016,4,1,1,0
Angers SCO,2015/2016,5,1,3,-2
Angers SCO,2015/2016,6,1,0,1
Angers SCO,2015/2016,7,0,0,0
Angers SCO,2015/2016,8,2,1,1
Angers SCO,2015/2016,9,1,0,1
Angers SCO,2015/2016,10,2,1,1
Angers SCO,2015/2016,11,0,0,0
Angers SCO,2015/2016,12,0,1,-1
Angers SCO,2015/2016,13,0,2,-2
Angers SCO,2015/2016,14,0,0,0
Angers SCO,2015/2016,15,2,0,2
Angers SCO,2015/2016,16,0,0,0
Angers SCO,2015/2016,17,2,0,2
Angers SCO,2015/2016,18,1,1,0
Angers SCO,2015/2016,19,0,1,-1
Angers SCO,2015/2016,20,2,0,2
Angers SCO,2015/2016,21,1,2,-1
Angers SCO,2015/2016,22,1,5,-4
Angers SCO,2015/2016,23,3,0,3
Angers SCO,2015/2016,24,1,2,-1
Angers SCO,2015/2016,25,0,3,-3
Angers SCO,2015/2016,26,0,1,-1
Angers SCO,2015/2016,27,2,3,-1
Angers SCO,2015/2016,28,2,2,0
Angers SCO,2015/2016,29,0,0,0
Angers SCO,2015/2016,30,0,2,-2
Angers SCO,2015/2016,31,5,1,4
Angers SCO,2015/2016,32,1,0,1
Angers SCO,2015/2016,33,0,0,0
Angers SCO,2015/2016,34,3,1,2
Angers SCO,2015/2016,35,0,0,0
Angers SCO,2015/2016,36,0,1,-1
Angers SCO,2015/2016,37,0,1,-1
Angers SCO,2015/2016,38,2,3,-1
Arka Gdynia,2008/2009,1,1,1,0
Arka Gdynia,2008/2009,2,1,0,1
Arka Gdynia,2008/2009,3,2,1,1
Arka Gdynia,2008/2009,4,2,1,1
Arka Gdynia,2008/2009,5,0,2,-2
Arka Gdynia,2008/2009,6,4,0,4
Arka Gdynia,2008/2009,7,0,4,-4
Arka Gdynia,2008/2009,8,0,1,-1
Arka Gdynia,2008/2009,9,1,2,-1
Arka Gdynia,2008/2009,10,1,3,-2
Arka Gdynia,2008/2009,11,0,1,-1
Arka Gdynia,2008/2009,12,0,0,0
Arka Gdynia,2008/2009,13,0,0,0
Arka Gdynia,2008/2009,14,2,0,2
Arka Gdynia,2008/2009,15,0,0,0
Arka Gdynia,2008/2009,16,0,0,0
Arka Gdynia,2008/2009,17,2,1,1
Arka Gdynia,2008/2009,18,0,3,-3
Arka Gdynia,2008/2009,19,2,2,0
Arka Gdynia,2008/2009,20,0,1,-1
Arka Gdynia,2008/2009,21,0,0,0
Arka Gdynia,2008/2009,22,0,1,-1
Arka Gdynia,2008/2009,23,0,3,-3
Arka Gdynia,2008/2009,24,0,1,-1
Arka Gdynia,2008/2009,25,1,2,-1
Arka Gdynia,2008/2009,26,3,3,0
Arka Gdynia,2008/2009,27,1,2,-1
Arka Gdynia,2008/2009,28,1,2,-1
Arka Gdynia,2008/2009,29,1,1,0
Arka Gdynia,2008/2009,30,2,1,1
Arka Gdynia,2009/2010,1,1,2,-1
Arka Gdynia,2009/2010,2,0,1,-1
Arka Gdynia,2009/2010,3,0,1,-1
Arka Gdynia,2009/2010,4,0,1,-1
Arka Gdynia,2009/2010,5,2,0,2
Arka Gdynia,2009/2010,6,1,1,0
Arka Gdynia,2009/2010,7,0,0,0
Arka Gdynia,2009/2010,8,1,3,-2
Arka Gdynia,2009/2010,9,1,1,0
Arka Gdynia,2009/2010,10,2,1,1
Arka Gdynia,2009/2010,11,0,0,0
Arka Gdynia,2009/2010,12,2,0,2
Arka Gdynia,2009/2010,13,0,1,-1
Arka Gdynia,2009/2010,14,2,2,0
Arka Gdynia,2009/2010,15,1,1,0
Arka Gdynia,2009/2010,16,1,2,-1
Arka Gdynia,2009/2010,17,0,1,-1
Arka Gdynia,2009/2010,18,0,3,-3
Arka Gdynia,2009/2010,19,1,0,1
Arka Gdynia,2009/2010,20,0,2,-2
Arka Gdynia,2009/2010,21,2,0,2
Arka Gdynia,2009/2010,22,1,2,-1
Arka Gdynia,2009/2010,23,2,2,0
Arka Gdynia,2009/2010,24,0,2,-2
Arka Gdynia,2009/2010,25,1,2,-1
Arka Gdynia,2009/2010,26,1,2,-1
Arka Gdynia,2009/2010,27,1,2,-1
Arka Gdynia,2009/2010,28,2,1,1
Arka Gdynia,2009/2010,29,2,1,1
Arka Gdynia,2009/2010,30,1,2,-1
Arka Gdynia,2010/2011,1,0,1,-1
Arka Gdynia,2010/2011,2,0,0,0
Arka Gdynia,2010/2011,3,2,0,2
Arka Gdynia,2010/2011,4,0,1,-1
Arka Gdynia,2010/2011,5,1,1,0
Arka Gdynia,2010/2011,6,1,0,1
Arka Gdynia,2010/2011,7,0,2,-2
Arka Gdynia,2010/2011,8,0,0,0
Arka Gdynia,2010/2011,9,0,1,-1
Arka Gdynia,2010/2011,10,1,0,1
Arka Gdynia,2010/2011,11,0,0,0
Arka Gdynia,2010/2011,12,2,1,1
Arka Gdynia,2010/2011,13,0,2,-2
Arka Gdynia,2010/2011,14,0,3,-3
Arka Gdynia,2010/2011,15,2,2,0
Arka Gdynia,2010/2011,16,0,1,-1
Arka Gdynia,2010/2011,17,0,3,-3
Arka Gdynia,2010/2011,18,2,2,0
Arka Gdynia,2010/2011,19,1,1,0
Arka Gdynia,2010/2011,20,0,0,0
Arka Gdynia,2010/2011,21,0,1,-1
Arka Gdynia,2010/2011,22,3,0,3
Arka Gdynia,2010/2011,23,0,4,-4
Arka Gdynia,2010/2011,24,2,2,0
Arka Gdynia,2010/2011,25,1,1,0
Arka Gdynia,2010/2011,26,0,2,-2
Arka Gdynia,2010/2011,27,0,1,-1
Arka Gdynia,2010/2011,28,2,1,1
Arka Gdynia,2010/2011,29,2,5,-3
Arka Gdynia,2010/2011,30,0,5,-5
Arsenal,2008/2009,1,1,0,1
Arsenal,2008/2009,2,0,1,-1
Arsenal,2008/2009,3,3,0,3
Arsenal,2008/2009,4,4,0,4
Arsenal,2008/2009,5,3,1,2
Arsenal,2008/2009,6,1,2,-1
Arsenal,2008/2009,7,1,1,0
Arsenal,2008/2009,8,3,1,2
Arsenal,2008/2009,9,2,0,2
Arsenal,2008/2009,10,4,4,0
Arsenal,2008/2009,11,1,2,-1
Arsenal,2008/2009,12,2,1,1
Arsenal,2008/2009,13,0,2,-2
Arsenal,2008/2009,14,0,3,-3
Arsenal,2008/2009,15,2,1,1
Arsenal,2008/2009,16,1,0,1
Arsenal,2008/2009,17,1,1,0
Arsenal,2008/2009,18,1,1,0
